,url
400,https://www.musinsa.com/app/goods/3165282
401,https://www.musinsa.com/app/goods/3027724
402,https://www.musinsa.com/app/goods/2637340
403,https://www.musinsa.com/app/goods/3266750
404,https://www.musinsa.com/app/goods/3465959
405,https://www.musinsa.com/app/goods/1763164
406,https://www.musinsa.com/app/goods/3389066
407,https://www.musinsa.com/app/goods/2402127
408,https://www.musinsa.com/app/goods/3268893
409,https://www.musinsa.com/app/goods/1027576
410,https://www.musinsa.com/app/goods/3330476
411,https://www.musinsa.com/app/goods/3175831
412,https://www.musinsa.com/app/goods/2322817
413,https://www.musinsa.com/app/goods/1828020
414,https://www.musinsa.com/app/goods/3207896
415,https://www.musinsa.com/app/goods/1923595
416,https://www.musinsa.com/app/goods/2560850
417,https://www.musinsa.com/app/goods/3176465
418,https://www.musinsa.com/app/goods/3147158
419,https://www.musinsa.com/app/goods/3291342
420,https://www.musinsa.com/app/goods/3358473
421,https://www.musinsa.com/app/goods/3042498
422,https://www.musinsa.com/app/goods/1996130
423,https://www.musinsa.com/app/goods/3240835
424,https://www.musinsa.com/app/goods/3300736
425,https://www.musinsa.com/app/goods/3298494
426,https://www.musinsa.com/app/goods/2503221
427,https://www.musinsa.com/app/goods/1519274
428,https://www.musinsa.com/app/goods/3300956
429,https://www.musinsa.com/app/goods/2398637
430,https://www.musinsa.com/app/goods/1501194
431,https://www.musinsa.com/app/goods/2976530
432,https://www.musinsa.com/app/goods/2506807
433,https://www.musinsa.com/app/goods/3588073
434,https://www.musinsa.com/app/goods/1807046
435,https://www.musinsa.com/app/goods/2328020
436,https://www.musinsa.com/app/goods/3562399
437,https://www.musinsa.com/app/goods/2004200
438,https://www.musinsa.com/app/goods/3271253
439,https://www.musinsa.com/app/goods/2635227
440,https://www.musinsa.com/app/goods/3210504
441,https://www.musinsa.com/app/goods/3517759
442,https://www.musinsa.com/app/goods/572126
443,https://www.musinsa.com/app/goods/3166675
444,https://www.musinsa.com/app/goods/3604852
445,https://www.musinsa.com/app/goods/3262887
446,https://www.musinsa.com/app/goods/3257837
447,https://www.musinsa.com/app/goods/3086694
448,https://www.musinsa.com/app/goods/346734
449,https://www.musinsa.com/app/goods/3456296
450,https://www.musinsa.com/app/goods/536609
451,https://www.musinsa.com/app/goods/3160535
452,https://www.musinsa.com/app/goods/2857438
453,https://www.musinsa.com/app/goods/2301177
454,https://www.musinsa.com/app/goods/1409109
455,https://www.musinsa.com/app/goods/2471937
456,https://www.musinsa.com/app/goods/3153287
457,https://www.musinsa.com/app/goods/2664190
458,https://www.musinsa.com/app/goods/2756861
459,https://www.musinsa.com/app/goods/3149598
460,https://www.musinsa.com/app/goods/2977407
461,https://www.musinsa.com/app/goods/2567367
462,https://www.musinsa.com/app/goods/3111852
463,https://www.musinsa.com/app/goods/2732231
464,https://www.musinsa.com/app/goods/2686435
465,https://www.musinsa.com/app/goods/1384543
466,https://www.musinsa.com/app/goods/3395842
467,https://www.musinsa.com/app/goods/3134283
468,https://www.musinsa.com/app/goods/2289052
469,https://www.musinsa.com/app/goods/3487907
470,https://www.musinsa.com/app/goods/3566331
471,https://www.musinsa.com/app/goods/1885849
472,https://www.musinsa.com/app/goods/3415263
473,https://www.musinsa.com/app/goods/3217855
474,https://www.musinsa.com/app/goods/1375557
475,https://www.musinsa.com/app/goods/1384513
476,https://www.musinsa.com/app/goods/3273586
477,https://www.musinsa.com/app/goods/1437773
478,https://www.musinsa.com/app/goods/2042396
479,https://www.musinsa.com/app/goods/3029266
480,https://www.musinsa.com/app/goods/3368944
481,https://www.musinsa.com/app/goods/3295288
482,https://www.musinsa.com/app/goods/3241688
483,https://www.musinsa.com/app/goods/3397154
484,https://www.musinsa.com/app/goods/2639328
485,https://www.musinsa.com/app/goods/3326731
486,https://www.musinsa.com/app/goods/3374404
487,https://www.musinsa.com/app/goods/3251364
488,https://www.musinsa.com/app/goods/3378115
489,https://www.musinsa.com/app/goods/3167231
490,https://www.musinsa.com/app/goods/3209455
491,https://www.musinsa.com/app/goods/3543898
492,https://www.musinsa.com/app/goods/3228679
493,https://www.musinsa.com/app/goods/3320955
494,https://www.musinsa.com/app/goods/3234130
495,https://www.musinsa.com/app/goods/3031968
496,https://www.musinsa.com/app/goods/2837053
497,https://www.musinsa.com/app/goods/3223754
498,https://www.musinsa.com/app/goods/1690352
499,https://www.musinsa.com/app/goods/3188123
500,https://www.musinsa.com/app/goods/2370575
501,https://www.musinsa.com/app/goods/3228534
502,https://www.musinsa.com/app/goods/3351078
503,https://www.musinsa.com/app/goods/1519436
504,https://www.musinsa.com/app/goods/3472113
505,https://www.musinsa.com/app/goods/1901934
